path,directory,filename,filesize,filedata				
img/3.png	img	3.png	28956	December 06 2016 08:49:35.
img/2.jpg	img	2.jpg	42407	December 06 2016 08:49:26.
img/1.jpg	img	1.jpg	221457	December 06 2016 08:49:29.
img/b05.png	img	b05.png	1872	December 06 2016 11:25:58.
